note_id,client_id,note_text,note_date,linked_transaction_id
N0237,CL000003,Confirmed details for outgoing payment: CHF 5.7k to Prime Corp. Client satisfied with execution timeline.,2025-03-26,TR00000639
N0238,CL000003,Client requested confirmation on an incoming payment of approximately CHF 5.3k from Premier AG. Everything processed correctly.,2025-04-04,TR00000656
N0239,CL000003,Discussed upcoming regulatory changes to cross-border reporting. Client acknowledged requirements. No concerns raised.,2025-04-21,
N0240,CL000003,Client discussed two outgoing payments in early April: Alpha GmbH (CHF 4.6k cheque) and Prime GmbH (CHF 8.0k wire). Confirmed execution dates.,2025-04-07,TR00000660|TR00000661
N0241,CL000003,Annual regulatory reporting completed. Client copy sent via secure delivery. No questions or concerns raised.,2025-04-07,
N0242,CL000003,Client inquiry about sustainable investment options. Sent ESG portfolio framework document. Follow-up call scheduled.,2025-04-20,
N0243,CL000003,Confirmed outgoing security debit of approximately CHF 7.4k to Global Capital. Client acknowledged strategic allocation.,2025-04-19,TR00000669
N0244,CL000003,Discussed upcoming changes to fee structure. Client acknowledged and had no concerns. Sent follow-up email with detailed breakdown.,2025-05-01,
N0245,CL000003,Confirmed incoming wire of approximately CHF 6.6k from International Partners. Routine confirmation provided.,2025-05-05,TR00000678
N0246,CL000003,Follow-up on outgoing payment to First Trade Capital. Client verified transfer and provided final authorization.,2025-05-23,TR00000687
N0247,CL000003,Quarterly portfolio review completed. Client overall satisfied with performance. Discussed potential rebalancing in Q2. No immediate actions required.,2025-05-31,
N0248,CL000003,Processing incoming payment per client instruction. Counterparty: Omega Financial Partners. Amount: approximately CHF 11.5k. Settlement 14 Jun.,2025-06-14,TR00000698
N0249,CL000003,Client called regarding general account access issues. Resolved MFA setup problem. No transactions discussed.,2025-06-18,
N0250,CL000003,Discussed upcoming liquidity needs for Q3. Client comfortable with current cash position. Planning only.,2025-06-30,
N0251,CL000003,Confirmed details for outgoing security debit: Omega Group. Client satisfied with execution timeline and investment rationale.,2025-06-23,TR00000704
N0252,CL000003,Client traveling to Asia for 3 weeks. Updated contact preferences and emergency contacts. All communication via secure email only.,2025-07-01,
N0253,CL000003,Confirmed incoming wire of approximately CHF 8.9k from Alpha Partners. Client acknowledged receipt.,2025-07-18,TR00000733
N0254,CL000003,Client requested clarification on July account activity summary. Reviewed movements and client satisfied.,2025-07-31,
N0255,CL000003,Detailed review of outgoing payment arrangement with Prime GmbH. Amount: approximately CHF 10.4k, scheduled 29 Aug. Client requested email confirmation post-execution.,2025-08-29,TR00000738
N0256,CL000003,Client requested historical statements for tax filing purposes. Provided via secure channel.,2025-08-16,
N0257,CL000003,Received standing instruction for security credit from First Limited. Scheduled for 17 Aug. Client confirmed via secure message.,2025-08-17,TR00000737
N0258,CL000003,End-of-month reconciliation call. Client satisfied with August activity. No discrepancies noted.,2025-08-31,
N0259,CL000003,Annual relationship review scheduled for October. Client requested detailed performance attribution. Preparing materials.,2025-09-10,
N0260,CL000003,Follow-up call regarding incoming wire of approximately CHF 6.8k from Prime Financial Partners. Client satisfied with execution.,2025-09-23,TR00000758
N0261,CL000003,End-of-period relationship review completed. Client comfortable with service level and overall account management.,2025-09-30,
